0.05307164,0.03538109,0.03538109,0.05307164,0.03538109,0.03538109,0.0,0.10614327,0.01769055,0.01769055,0.0,0.03538109,0.07076218,0.07076218,0.03538109,0.10614327,-0.00294222,-0.00882665,0.05184261,0.05765256,0.04646096,0.05491518,0.05791326,0.05865813,-0.06377907,-0.06472878,0.0592354,0.0459768
0.08820799,0.17641597,0.30872795,0.04410399,0.17641597,0.0,0.08820799,0.0,0.30872795,0.08820799,0.30872795,0.04410399,0.0,0.04410399,0.04410399,0.04410399,0.08802228,-0.10269266,-0.12093779,-0.09698236,-0.12311978,-0.09549675,-0.09605385,-0.09363974,0.08904364,0.20538533,-0.21039926,-0.20728876
0.049233,0.147699,0.34463101,0.0,0.24616501,0.0,0.0,0.098466,0.19693201,0.19693201,0.44309701,0.049233,0.049233,0.0,0.098466,0.049233,0.02456468,-0.09007048,-0.1643864,-0.14355307,-0.15625,-0.1299233,-0.15941128,-0.16303897,0.13489842,0.24564677,-0.19097222,-0.17682421
0.04755826,0.02377913,0.04755826,0.07133739,0.04755826,0.02377913,0.04755826,0.07133739,0.02377913,0.09511652,0.09511652,0.07133739,0.04755826,0.04755826,0.09511652,0.09511652,-0.0355936,-0.02372907,0.01306601,0.0053065,0.01702085,0.00643288,0.00137669,0.00157693,-0.0,0.02372907,0.02009962,0.01954895
0.20437433,0.06812478,0.17031194,0.03406239,0.06812478,0.0,0.0,0.03406239,0.17031194,0.06812478,0.30656149,0.06812478,0.0,0.0,0.13624955,0.03406239,0.08497669,-0.15295805,-0.03639297,-0.01599139,-0.0366081,-0.01089996,-0.0278953,-0.02692721,0.01964862,0.1756185,-0.16575834,-0.169308
0.11498705,0.06899223,0.11498705,0.06899223,0.13798446,0.02299741,0.0,0.02299741,0.02299741,0.06899223,0.02299741,0.04599482,0.11498705,0.02299741,0.02299741,0.04599482,0.09179598,-0.03442349,0.03062287,0.05497591,0.02212593,0.0530877,0.05011015,0.05398339,-0.0630129,-0.03824832,-0.06637779,-0.07453582
0.10402409,0.07801807,0.10402409,0.10402409,0.07801807,0.0,0.0,0.05201204,0.13003011,0.02600602,0.07801807,0.05201204,0.07801807,0.02600602,0.07801807,0.05201204,0.09515467,-0.07785382,0.02096907,0.0338352,0.01040241,0.02578702,0.04571585,0.04724884,-0.06000548,0.00865042,-0.0908842,-0.09926088
0.0,0.12561153,0.16748204,0.0,0.16748204,0.4187051,0.12561153,0.08374102,0.12561153,0.16748204,0.12561153,0.04187051,0.0,0.08374102,0.04187051,0.0,-0.076601,0.21587554,-0.18484728,-0.2037992,-0.16047424,-0.18638988,-0.21631628,-0.22557186,0.22341223,0.04178236,0.03706642,0.0610428
0.0445821,0.06687315,0.0445821,0.0,0.06687315,0.11145525,0.0,0.15603736,0.0445821,0.0445821,0.02229105,0.02229105,0.0,0.1337463,0.0445821,0.0891642,-0.0481956,0.07414707,-0.0074851,-0.01802055,-0.00466939,-0.01795016,-0.01372659,-0.01748088,0.00964381,-0.06302501,0.11225304,0.10286733
0.07935182,0.02645061,0.10580243,0.02645061,0.02645061,0.05290121,0.0,0.07935182,0.10580243,0.05290121,0.18515425,0.05290121,0.05290121,0.02645061,0.07935182,0.10580243,-0.00879831,-0.06158815,-0.00668226,0.00317407,-0.00523444,0.00813008,-0.00818577,-0.00840851,-0.0,0.06158815,-0.01269629,-0.01932286
