0.08290909,0.05527273,0.05527273,0.08290909,0.05527273,0.05527273,0.0,0.16581818,0.02763636,0.02763636,0.0,0.05527273,0.11054545,0.11054545,0.05527273,0.16581818,-0.09166546,-0.00459636,-0.00459636,-0.00459636
0.03864302,0.07728604,0.13525057,0.01932151,0.07728604,0.0,0.03864302,0.0,0.13525057,0.03864302,0.13525057,0.01932151,0.0,0.01932151,0.01932151,0.01932151,0.1114546,0.03856167,0.03856167,0.03856167
0.02161892,0.06485675,0.15133241,0.0,0.10809458,0.0,0.0,0.04323783,0.08647566,0.08647566,0.19457024,0.02161892,0.02161892,0.0,0.04323783,0.02161892,0.10288328,0.0107867,0.0107867,0.0107867
0.05701768,0.02850884,0.05701768,0.08552651,0.05701768,0.02850884,0.05701768,0.08552651,0.02850884,0.11403535,0.11403535,0.08552651,0.05701768,0.05701768,0.11403535,0.11403535,-0.01233382,-0.04267323,-0.04267323,-0.04267323
0.11086906,0.03695635,0.09239088,0.01847818,0.03695635,0.0,0.0,0.01847818,0.09239088,0.03695635,0.16630359,0.03695635,0.0,0.0,0.07391271,0.01847818,0.12257839,0.04609819,0.04609819,0.04609819
0.09260342,0.05556205,0.09260342,0.05556205,0.11112411,0.01852068,0.0,0.01852068,0.01852068,0.05556205,0.01852068,0.03704137,0.09260342,0.01852068,0.01852068,0.03704137,0.03739229,0.07392678,0.07392678,0.07392678
0.07347823,0.05510867,0.07347823,0.07347823,0.05510867,0.0,0.0,0.03673911,0.09184778,0.01836956,0.05510867,0.03673911,0.05510867,0.01836956,0.05510867,0.03673911,0.063578,0.06721324,0.06721324,0.06721324
0.0,0.08878228,0.11837637,0.0,0.11837637,0.29594094,0.08878228,0.05918819,0.08878228,0.11837637,0.08878228,0.02959409,0.0,0.05918819,0.02959409,0.0,-0.0213389,-0.05414162,-0.05414162,-0.05414162
0.06852279,0.10278419,0.06852279,0.0,0.10278419,0.17130698,0.0,0.23982978,0.06852279,0.06852279,0.0342614,0.0342614,0.0,0.20556838,0.06852279,0.13704559,-0.14822562,-0.07407675,-0.07407675,-0.07407675
0.07365102,0.02455034,0.09820136,0.02455034,0.02455034,0.04910068,0.0,0.07365102,0.09820136,0.04910068,0.17185239,0.04910068,0.04910068,0.02455034,0.07365102,0.09820136,0.04248501,-0.00816622,-0.00816622,-0.00816622
0.04337305,0.02168653,0.10843263,0.06505958,0.06505958,0.0,0.0,0.0,0.08674611,0.04337305,0.15180569,0.08674611,0.04337305,0.0,0.13011916,0.02168653,0.10007761,0.01082044,0.01082044,0.01082044
0.10702055,0.04280822,0.10702055,0.02140411,0.10702055,0.02140411,0.02140411,0.06421233,0.04280822,0.02140411,0.08561644,0.06421233,0.02140411,0.10702055,0.0,0.02140411,0.03704038,0.03559841,0.03559841,0.03559841
0.0293536,0.05870721,0.08806081,0.05870721,0.0,0.08806081,0.05870721,0.11741441,0.17612162,0.0293536,0.0293536,0.05870721,0.0293536,0.08806081,0.11741441,0.14676801,-0.04233099,-0.04393771,-0.04393771,-0.04393771
0.10427338,0.08689448,0.0173789,0.10427338,0.08689448,0.05213669,0.0173789,0.0173789,0.0173789,0.0173789,0.0,0.0,0.10427338,0.0173789,0.0,0.05213669,0.01002488,0.09827309,0.09827309,0.09827309
0.08363412,0.12545118,0.02090853,0.06272559,0.10454265,0.06272559,0.02090853,0.10454265,0.02090853,0.02090853,0.02090853,0.0,0.08363412,0.08363412,0.0,0.02090853,-0.02412184,0.06259354,0.06259354,0.06259354
0.07210444,0.14420887,0.0,0.07210444,0.09613925,0.07210444,0.02403481,0.12017406,0.02403481,0.02403481,0.0,0.02403481,0.09613925,0.07210444,0.04806962,0.07210444,-0.06932146,0.03597632,0.03597632,0.03597632
0.055154,0.055154,0.027577,0.11030799,0.055154,0.19303898,0.08273099,0.055154,0.08273099,0.055154,0.0,0.027577,0.055154,0.08273099,0.055154,0.11030799,-0.07556097,-0.00917298,-0.00917298,-0.00917298
0.11732741,0.02346548,0.04693096,0.09386192,0.07039644,0.14079289,0.0,0.09386192,0.04693096,0.02346548,0.0,0.02346548,0.07039644,0.11732741,0.04693096,0.02346548,-0.0439916,0.03512412,0.03512412,0.03512412
0.070268,0.04684534,0.09369067,0.070268,0.070268,0.0,0.0,0.070268,0.04684534,0.0,0.04684534,0.04684534,0.09369067,0.070268,0.02342267,0.18738135,-0.03040016,0.03116448,0.03116448,0.03116448
0.08864835,0.04432417,0.04432417,0.11081043,0.02216209,0.11081043,0.02216209,0.06648626,0.08864835,0.0,0.02216209,0.0,0.08864835,0.08864835,0.02216209,0.06648626,-0.01917604,0.04423086,0.04423086,0.04423086
0.08765657,0.02191414,0.10957071,0.06574243,0.04382829,0.04382829,0.0,0.08765657,0.04382829,0.06574243,0.02191414,0.02191414,0.10957071,0.02191414,0.04382829,0.08765657,0.00316025,0.04009135,0.04009135,0.04009135
