0.06230461,0.04153641,0.04153641,0.06230461,0.04153641,0.04153641,0.0,0.12460923,0.0207682,0.0207682,0.0,0.04153641,0.08307282,0.08307282,0.04153641,0.12460923,-0.00345408,-0.01036224,0.06086177,0.06768249,0.05454386
0.06262773,0.12525546,0.21919705,0.03131386,0.12525546,0.0,0.06262773,0.0,0.21919705,0.06262773,0.21919705,0.03131386,0.0,0.03131386,0.03131386,0.03131386,0.06249588,-0.07291186,-0.08586591,-0.06885754,-0.08741512
0.0341985,0.10259549,0.23938947,0.0,0.17099248,0.0,0.0,0.06839699,0.13679398,0.13679398,0.30778646,0.0341985,0.0341985,0.0,0.06839699,0.0341985,0.01706325,-0.06256525,-0.11418698,-0.09971561,-0.10853522
0.05129036,0.02564518,0.05129036,0.07693554,0.05129036,0.02564518,0.05129036,0.07693554,0.02564518,0.10258071,0.10258071,0.07693554,0.05129036,0.05129036,0.10258071,0.10258071,-0.03838678,-0.02559119,0.01409135,0.00572292,0.01835655
0.16953185,0.05651062,0.14127655,0.02825531,0.05651062,0.0,0.0,0.02825531,0.14127655,0.05651062,0.25429778,0.05651062,0.0,0.0,0.11302124,0.02825531,0.07048956,-0.12688121,-0.03018857,-0.01326512,-0.03036702
0.10597947,0.06358768,0.10597947,0.06358768,0.12717537,0.02119589,0.0,0.02119589,0.02119589,0.06358768,0.02119589,0.04239179,0.10597947,0.02119589,0.02119589,0.04239179,0.08460509,-0.03172691,0.02822401,0.05066934,0.02039268
0.09265129,0.06948847,0.09265129,0.09265129,0.06948847,0.0,0.0,0.04632564,0.11581411,0.02316282,0.06948847,0.04632564,0.06948847,0.02316282,0.06948847,0.04632564,0.08475155,-0.06934218,0.01867655,0.03013605,0.00926513
0.0,0.09929968,0.13239957,0.0,0.13239957,0.33099892,0.09929968,0.06619978,0.09929968,0.13239957,0.09929968,0.03309989,0.0,0.06619978,0.03309989,0.0,-0.06055538,0.17065607,-0.14612731,-0.16110937,-0.12685969
0.05023797,0.07535695,0.05023797,0.0,0.07535695,0.12559492,0.0,0.17583289,0.05023797,0.05023797,0.02511898,0.02511898,0.0,0.15071391,0.05023797,0.10047594,-0.05430989,0.08355368,-0.00843469,-0.02030672,-0.00526177
0.08106263,0.02702088,0.10808351,0.02702088,0.02702088,0.05404175,0.0,0.08106263,0.10808351,0.05404175,0.18914614,0.05404175,0.05404175,0.02702088,0.08106263,0.10808351,-0.008988,-0.06291598,-0.00682633,0.00324251,-0.00534729
0.06042488,0.03021244,0.15106221,0.09063732,0.09063732,0.0,0.0,0.0,0.12084976,0.06042488,0.21148709,0.12084976,0.06042488,0.0,0.18127465,0.03021244,0.01507442,-0.13064496,-0.03110291,-0.03107111,-0.03075308
0.12340227,0.04936091,0.12340227,0.02468045,0.12340227,0.02468045,0.02468045,0.07404136,0.04936091,0.02468045,0.09872181,0.07404136,0.02468045,0.12340227,0.0,0.02468045,0.04104749,-0.0082095,-0.00826146,-0.00233815,-0.00945651
0.02551774,0.05103548,0.07655322,0.05103548,0.0,0.07655322,0.05103548,0.10207097,0.15310645,0.02551774,0.02551774,0.05103548,0.02551774,0.07655322,0.10207097,0.12758871,-0.03819603,-0.00848801,0.01103978,0.00537216,0.00956244
0.10947854,0.09123211,0.01824642,0.10947854,0.09123211,0.05473927,0.01824642,0.01824642,0.01824642,0.01824642,0.0,0.0,0.10947854,0.01824642,0.0,0.05473927,0.10317872,-0.01517334,0.0551042,0.08424085,0.04279266
0.08233306,0.12349959,0.02058326,0.06174979,0.10291632,0.06174979,0.02058326,0.10291632,0.02058326,0.02058326,0.02058326,0.0,0.08233306,0.08233306,0.0,0.02058326,0.06161979,0.03765654,0.02456992,0.03434155,0.0184816
0.06207527,0.12415055,0.0,0.06207527,0.08276703,0.06207527,0.02069176,0.10345879,0.02069176,0.02069176,0.0,0.02069176,0.08276703,0.06207527,0.04138352,0.06207527,0.0309723,0.04817913,0.0300575,0.03796393,0.02515682
0.04624784,0.04624784,0.02312392,0.09249568,0.04624784,0.16186744,0.06937176,0.04624784,0.06937176,0.04624784,0.0,0.02312392,0.04624784,0.06937176,0.04624784,0.09249568,-0.00769175,0.04999635,0.0111725,0.01136723,0.01019887
0.10920544,0.02184109,0.04368218,0.08736436,0.06552327,0.13104653,0.0,0.08736436,0.04368218,0.02184109,0.0,0.02184109,0.06552327,0.10920544,0.04368218,0.02184109,0.03269266,0.04722273,0.01747287,0.01331157,0.01565661
0.06065378,0.04043586,0.08087171,0.06065378,0.06065378,0.0,0.0,0.06065378,0.04043586,0.0,0.04043586,0.04043586,0.08087171,0.06065378,0.02021793,0.16174342,0.02690049,-0.05716353,0.0704648,0.09223632,0.05884481
0.0861385,0.04306925,0.04306925,0.10767313,0.02153463,0.10767313,0.02153463,0.06460388,0.0861385,0.0,0.02153463,0.0,0.0861385,0.0861385,0.02153463,0.06460388,0.04297858,0.0071631,0.02890173,0.03683554,0.02273603
0.08634401,0.021586,0.10793002,0.06475801,0.04317201,0.04317201,0.0,0.08634401,0.04317201,0.06475801,0.021586,0.021586,0.10793002,0.021586,0.04317201,0.08634401,0.03949102,-0.03590093,0.04133152,0.05630538,0.03533288
0.16601297,0.03689177,0.03689177,0.03689177,0.03689177,0.07378354,0.01844589,0.05533766,0.0,0.01844589,0.0,0.03689177,0.07378354,0.05533766,0.0,0.09222943,0.06442468,0.00306784,0.05856083,0.08430741,0.05180381
0.11938923,0.11938923,0.0,0.09949102,0.09949102,0.05969461,0.0198982,0.03979641,0.03979641,0.0,0.0198982,0.0,0.07959282,0.05969461,0.0198982,0.0198982,0.08935341,0.01985631,0.02930272,0.04469765,0.0208617
0.12380001,0.02063333,0.0619,0.10316667,0.04126667,0.08253334,0.0,0.0619,0.02063333,0.0619,0.04126667,0.0,0.12380001,0.02063333,0.02063333,0.04126667,0.06520134,-0.01715825,0.03870379,0.05292993,0.03498979
0.02727769,0.08183306,0.02727769,0.02727769,0.08183306,0.21822149,0.02727769,0.16366612,0.02727769,0.08183306,0.05455537,0.0,0.02727769,0.13638843,0.05455537,0.05455537,-0.06351394,0.14971143,-0.05699601,-0.07531513,-0.04499383
0.09744389,0.09744389,0.01948878,0.05846634,0.05846634,0.07795511,0.01948878,0.05846634,0.0,0.0,0.0,0.03897756,0.11693267,0.03897756,0.0,0.09744389,0.0388955,0.01944775,0.04833217,0.07301112,0.04076232
0.07014694,0.07014694,0.0,0.12275714,0.03507347,0.03507347,0.0,0.07014694,0.0,0.0,0.0,0.0,0.14029388,0.03507347,0.0,0.12275714,0.05249945,-0.02916636,0.08820055,0.1110906,0.07590637
0.03845064,0.0961266,0.0,0.0961266,0.01922532,0.05767596,0.01922532,0.11535192,0.0,0.01922532,0.0,0.0,0.19225321,0.03845064,0.0,0.07690128,0.02877727,0.01598737,0.06063059,0.07178128,0.05381066
0.12003032,0.12003032,0.02000505,0.06001516,0.10002527,0.10002527,0.0,0.06001516,0.04001011,0.02000505,0.0,0.0,0.06001516,0.04001011,0.02000505,0.04001011,0.07985175,0.03659872,0.02286894,0.04521142,0.01526701
0.08031789,0.02677263,0.05354526,0.02677263,0.02677263,0.21418104,0.05354526,0.08031789,0.02677263,0.13386315,0.10709052,0.0,0.05354526,0.0,0.08031789,0.10709052,-0.04897982,0.0801488,-0.03956713,-0.03559351,-0.02691354
0.15725548,0.03931387,0.03931387,0.09828467,0.11794161,0.07862774,0.01965693,0.01965693,0.03931387,0.01965693,0.0,0.0,0.03931387,0.09828467,0.0,0.01965693,0.0948085,0.01961555,0.031927,0.04318318,0.02418838
0.22790603,0.12271863,0.01753123,0.03506247,0.08765617,0.01753123,0.01753123,0.0,0.03506247,0.0,0.0,0.03506247,0.03506247,0.0,0.03506247,0.03506247,0.14287032,-0.03790437,0.05491889,0.09723376,0.04163207
0.09172983,0.16052721,0.02293246,0.02293246,0.16052721,0.20639212,0.0,0.02293246,0.04586492,0.0,0.0,0.02293246,0.0,0.04586492,0.04586492,0.06879737,0.04195433,0.11060686,-0.03150196,-0.00400715,-0.03435041
0.08243844,0.02060961,0.04121922,0.08243844,0.0,0.02060961,0.0,0.10304805,0.02060961,0.02060961,0.04121922,0.04121922,0.12365766,0.06182883,0.04121922,0.12365766,0.01028311,-0.04798785,0.07117909,0.07712333,0.0650179
0.14547284,0.04156367,0.10390917,0.04156367,0.0623455,0.08312734,0.0,0.04156367,0.0623455,0.04156367,0.02078183,0.02078183,0.0623455,0.02078183,0.0,0.08312734,0.08640868,-0.02073808,0.02625074,0.05877978,0.01802551
0.13412711,0.08941808,0.04470904,0.02235452,0.1117726,0.06706356,0.0,0.1117726,0.02235452,0.08941808,0.02235452,0.0,0.02235452,0.04470904,0.06706356,0.04470904,0.03717909,0.040897,0.00717698,0.01343624,0.00712991
0.10762433,0.15067407,0.02152487,0.02152487,0.08609947,0.10762433,0.0,0.08609947,0.04304973,0.02152487,0.04304973,0.0,0.08609947,0.0,0.02152487,0.0645746,0.06443865,0.04653903,0.00097428,0.0308372,-0.00378385
0.07332321,0.02444107,0.07332321,0.02444107,0.0,0.0,0.0,0.07332321,0.0,0.04888214,0.09776429,0.14664643,0.12220536,0.0,0.12220536,0.1710875,-0.04877923,-0.10568834,0.05456791,0.06892382,0.05333299
0.11532625,0.05766313,0.08649469,0.05766313,0.08649469,0.0,0.08649469,0.0,0.08649469,0.02883156,0.20182094,0.14415781,0.05766313,0.08649469,0.05766313,0.0,0.00959029,-0.06713202,-0.03201821,-0.03532625,-0.02837633
0.0701245,0.11687417,0.0,0.04674967,0.0701245,0.0701245,0.0701245,0.09349934,0.0701245,0.02337483,0.0,0.04674967,0.04674967,0.0701245,0.0701245,0.0701245,-0.0038876,0.03887604,0.00996506,0.01274544,0.00730771
0.0988533,0.11862396,0.01977066,0.07908264,0.0988533,0.03954132,0.01977066,0.03954132,0.03954132,0.01977066,0.03954132,0.0,0.07908264,0.01977066,0.01977066,0.05931198,0.08220432,-0.00328817,0.03837589,0.06284989,0.02903165
0.02932461,0.02932461,0.11729843,0.05864922,0.05864922,0.08797382,0.05864922,0.14662304,0.08797382,0.17594765,0.05864922,0.02932461,0.05864922,0.05864922,0.08797382,0.02932461,-0.04877145,0.04877145,-0.05414249,-0.07368194,-0.0451599
0.0286533,0.11461318,0.05730659,0.0,0.05730659,0.25787966,0.0,0.20057307,0.05730659,0.05730659,0.11461318,0.0,0.05730659,0.05730659,0.05730659,0.0286533,-0.04765495,0.12866838,-0.07766551,-0.08402956,-0.06545016
0.02504416,0.10017663,0.05008831,0.02504416,0.05008831,0.20035325,0.02504416,0.15026494,0.05008831,0.02504416,0.02504416,0.02504416,0.07513247,0.10017663,0.02504416,0.05008831,-0.03748715,0.10829621,-0.02275064,-0.03218833,-0.01763636
0.02733341,0.13666705,0.10933364,0.05466682,0.10933364,0.21866728,0.05466682,0.02733341,0.13666705,0.02733341,0.08200023,0.0,0.05466682,0.02733341,0.0,0.02733341,0.0409138,0.07273564,-0.074836,-0.05711244,-0.0750374
0.15950637,0.05981489,0.0,0.07975318,0.0199383,0.05981489,0.0199383,0.07975318,0.03987659,0.0,0.03987659,0.0199383,0.09969148,0.05981489,0.0199383,0.03987659,0.05637291,-0.00663211,0.04864944,0.06157785,0.04250005
0.14835802,0.08477601,0.04238801,0.08477601,0.04238801,0.04238801,0.021194,0.04238801,0.06358201,0.0,0.08477601,0.021194,0.08477601,0.021194,0.021194,0.04238801,0.08459754,-0.03877387,0.02960468,0.05423434,0.02257719
0.07468945,0.09958593,0.07468945,0.02489648,0.09958593,0.04979297,0.07468945,0.07468945,0.04979297,0.07468945,0.04979297,0.04979297,0.04979297,0.07468945,0.02489648,0.04979297,0.00828136,0.04140678,-0.01776823,-0.00982756,-0.01795167
