1,1,0,0,1,1,1.0,0,0,1,1,0,1,0.5,1,1,0,1,0,1,0.333333333333,0,1,0,1,0,1,0.25,0,1,0,1,1,0,0.2,0,1,1,0,0,0,0.166666666667,1,0,0,0,1,1,0.142857142857,0,0,1,1,0,0,0.125,1,1,0,0,1,0,0.111111111111,0,0,1,0,1,1,0.1,1,0,1,1,0,0,0.0909090909091,1,1,0,0,0,1,0.0833333333333,0,0,0,1,1,0,0.0769230769231,0,1,1,0,1,0,0.0714285714286,1,0,1,0,1,0,0.0666666666667,1,0,1,0,1,1,0.0625,1,0,1,1,0,1,0.0588235294118,1,1,0,1,1,0,0.0555555555556,0,1,1,0,0,0,0.105263157895,1,0,0,0,1,1,0.1,0,0,1,1,0,0,0.0952380952381,1,1,0,0,0,1,0.0909090909091,0,0,0,1,1,1,0.0434782608696,0,1,1,1,1,1,0.0416666666667,1,1,1,1,1,1,0.04,1,1,1,1,0,0,0.0384615384615,1,1,0,0,1,0,0.0740740740741,0,0,1,0,0,1,0.0357142857143,1,0,0,1,1,0,0.0344827586207,0,1,1,0,0,1,0.0333333333333,1,0,0,1,1,0,0.0645161290323,0,1,1,0,1,0,0.0625,1,0,1,0,0,0,0.030303030303,1,0,0,0,0,1,0.0294117647059,0,0,0,1,1,0,0.0571428571429,0,1,1,0,0,0,0.0833333333333,1,0,0,0,1,0,0.027027027027,0,0,1,0,0,0,0.0263157894737,1,0,0,0,0,0,0.025641025641
0,1,0,1,0,0,1.0,0,1,0,0,0,0,0.5,0,0,0,0,1,1,0.333333333333,0,0,1,1,0,0,0.25,1,1,0,0,0,0,0.2,0,0,0,0,1,0,0.166666666667,0,0,1,0,1,0,0.142857142857,1,0,1,0,0,1,0.125,1,0,0,1,0,0,0.111111111111,0,1,0,0,0,0,0.2,0,0,0,0,0,1,0.0909090909091,0,0,0,1,1,1,0.0833333333333,0,1,1,1,0,0,0.0769230769231,1,1,0,0,1,1,0.0714285714286,0,0,1,1,1,1,0.0666666666667,1,1,1,1,0,1,0.0625,1,1,0,1,0,0,0.0588235294118,0,1,0,0,0,0,0.166666666667,0,0,0,0,0,0,0.0526315789474,0,0,0,0,1,1,0.1,0,0,1,1,0,0,0.0952380952381,1,1,0,0,0,0,0.0909090909091,0,0,0,0,1,0,0.0869565217391,0,0,1,0,1,0,0.0833333333333,1,0,1,0,1,1,0.04,1,0,1,1,1,1,0.0384615384615,1,1,1,1,0,1,0.0740740740741,1,1,0,1,1,1,0.0357142857143,0,1,1,1,0,1,0.0344827586207,1,1,0,1,0,1,0.0333333333333,0,1,0,1,0,0,0.0645161290323,0,1,0,0,0,0,0.125,0,0,0,0,1,0,0.0909090909091,0,0,1,0,1,1,0.0294117647059,1,0,1,1,0,1,0.0285714285714,1,1,0,1,1,0,0.0277777777778,0,1,1,0,1,1,0.027027027027,1,0,1,1,0,0,0.0263157894737,1,1,0,0,1,1,0.0512820512821
0,0,1,1,0,0,1.0,1,1,0,0,1,0,0.5,0,0,1,0,1,1,0.333333333333,1,0,1,1,1,1,0.25,1,1,1,1,0,1,0.2,1,1,0,1,1,1,0.166666666667,0,1,1,1,1,1,0.142857142857,1,1,1,1,0,0,0.125,1,1,0,0,0,1,0.111111111111,0,0,0,1,1,0,0.1,0,1,1,0,0,0,0.0909090909091,1,0,0,0,0,0,0.0833333333333,0,0,0,0,0,0,0.0769230769231,0,0,0,0,0,1,0.0714285714286,0,0,0,1,1,1,0.0666666666667,0,1,1,1,0,1,0.0625,1,1,0,1,0,1,0.0588235294118,0,1,0,1,0,0,0.0555555555556,0,1,0,0,0,0,0.0526315789474,0,0,0,0,1,1,0.05,0,0,1,1,0,0,0.0952380952381,1,1,0,0,0,0,0.0454545454545,0,0,0,0,1,0,0.0434782608696,0,0,1,0,1,0,0.0416666666667,1,0,1,0,0,1,0.04,1,0,0,1,0,0,0.0384615384615,0,1,0,0,0,0,0.0740740740741,0,0,0,0,0,1,0.0714285714286,0,0,0,1,1,1,0.0689655172414,0,1,1,1,0,0,0.0333333333333,1,1,0,0,1,1,0.0322580645161,0,0,1,1,1,1,0.03125,1,1,1,1,0,1,0.0606060606061,1,1,0,1,0,0,0.0294117647059,0,1,0,0,0,0,0.0857142857143,0,0,0,0,0,0,0.0555555555556,0,0,0,0,1,1,0.0540540540541,0,0,1,1,0,0,0.0789473684211,1,1,0,0,0,0,0.0512820512821
1,0,1,0,0,0,1.0,1,0,0,0,0,0,0.5,0,0,0,0,0,1,0.333333333333,0,0,0,1,0,1,0.25,0,1,0,1,0,0,0.2,0,1,0,0,0,0,0.166666666667,0,0,0,0,1,0,0.142857142857,0,0,1,0,0,1,0.125,1,0,0,1,1,1,0.111111111111,0,1,1,1,0,0,0.1,1,1,0,0,0,1,0.0909090909091,0,0,0,1,0,1,0.166666666667,0,1,0,1,0,1,0.0769230769231,0,1,0,1,0,1,0.142857142857,0,1,0,1,1,1,0.0666666666667,0,1,1,1,0,0,0.125,1,1,0,0,0,0,0.0588235294118,0,0,0,0,0,0,0.0555555555556,0,0,0,0,0,0,0.105263157895,0,0,0,0,1,1,0.05,0,0,1,1,0,0,0.047619047619,1,1,0,0,1,0,0.0454545454545,0,0,1,0,1,1,0.0434782608696,1,0,1,1,1,1,0.0416666666667,1,1,1,1,0,1,0.04,1,1,0,1,1,1,0.0384615384615,0,1,1,1,1,1,0.037037037037,1,1,1,1,0,0,0.0357142857143,1,1,0,0,0,1,0.0689655172414,0,0,0,1,1,0,0.0333333333333,0,1,1,0,0,0,0.0322580645161,1,0,0,0,0,0,0.0625,0,0,0,0,0,0,0.0909090909091,0,0,0,0,0,1,0.0588235294118,0,0,0,1,1,1,0.0285714285714,0,1,1,1,0,1,0.0277777777778,1,1,0,1,0,1,0.027027027027,0,1,0,1,0,0,0.0526315789474,0,1,0,0,0,0,0.0512820512821
1,1,0,0,0,0,1.0,0,0,0,0,0,1,0.5,0,0,0,1,1,1,0.333333333333,0,1,1,1,0,0,0.25,1,1,0,0,0,1,0.2,0,0,0,1,0,1,0.166666666667,0,1,0,1,0,0,0.142857142857,0,1,0,0,0,0,0.125,0,0,0,0,1,0,0.111111111111,0,0,1,0,0,0,0.1,1,0,0,0,0,1,0.0909090909091,0,0,0,1,1,0,0.0833333333333,0,1,1,0,0,1,0.0769230769231,1,0,0,1,1,1,0.0714285714286,0,1,1,1,0,1,0.0666666666667,1,1,0,1,0,1,0.0625,0,1,0,1,0,0,0.117647058824,0,1,0,0,0,0,0.111111111111,0,0,0,0,0,0,0.0526315789474,0,0,0,0,1,1,0.05,0,0,1,1,0,0,0.047619047619,1,1,0,0,0,0,0.0909090909091,0,0,0,0,1,0,0.0869565217391,0,0,1,0,0,0,0.0833333333333,1,0,0,0,0,0,0.04,0,0,0,0,0,0,0.0769230769231,0,0,0,0,0,0,0.111111111111,0,0,0,0,0,1,0.0714285714286,0,0,0,1,0,1,0.0689655172414,0,1,0,1,0,0,0.1,0,1,0,0,1,0,0.0322580645161,0,0,1,0,0,0,0.09375,1,0,0,0,0,1,0.0606060606061,0,0,0,1,0,1,0.0882352941176,0,1,0,1,0,1,0.0285714285714,0,1,0,1,0,0,0.111111111111,0,1,0,0,1,0,0.0540540540541,0,0,1,0,1,0,0.0263157894737,1,0,1,0,1,1,0.025641025641
1,1,0,1,1,1,1.0,0,1,1,1,0,0,0.5,1,1,0,0,1,0,0.333333333333,0,0,1,0,0,1,0.25,1,0,0,1,1,0,0.2,0,1,1,0,0,1,0.166666666667,1,0,0,1,0,1,0.142857142857,0,1,0,1,0,1,0.125,0,1,0,1,0,0,0.111111111111,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0.0909090909091,0,0,0,0,0,0,0.166666666667,0,0,0,0,0,1,0.0769230769231,0,0,0,1,1,0,0.0714285714286,0,1,1,0,1,0,0.0666666666667,1,0,1,0,0,1,0.0625,1,0,0,1,0,0,0.0588235294118,0,1,0,0,0,0,0.111111111111,0,0,0,0,0,0,0.157894736842,0,0,0,0,1,1,0.05,0,0,1,1,1,1,0.047619047619,1,1,1,1,0,0,0.0454545454545,1,1,0,0,0,0,0.0434782608696,0,0,0,0,0,1,0.0833333333333,0,0,0,1,0,0,0.04,0,1,0,0,1,1,0.0384615384615,0,0,1,1,0,1,0.037037037037,1,1,0,1,0,1,0.0357142857143,0,1,0,1,0,1,0.0689655172414,0,1,0,1,1,1,0.0333333333333,0,1,1,1,1,1,0.0322580645161,1,1,1,1,1,1,0.03125,1,1,1,1,1,1,0.0606060606061,1,1,1,1,0,0,0.0588235294118,1,1,0,0,1,1,0.0285714285714,0,0,1,1,0,1,0.0555555555556,1,1,0,1,0,1,0.0540540540541,0,1,0,1,0,1,0.0789473684211,0,1,0,1,0,0,0.0512820512821
0,1,1,0,1,0,1.0,1,0,1,0,0,0,0.5,1,0,0,0,1,0,0.333333333333,0,0,1,0,1,1,0.25,1,0,1,1,0,1,0.2,1,1,0,1,0,1,0.166666666667,0,1,0,1,0,1,0.142857142857,0,1,0,1,0,0,0.125,0,1,0,0,1,0,0.111111111111,0,0,1,0,0,0,0.1,1,0,0,0,1,0,0.181818181818,0,0,1,0,0,0,0.166666666667,1,0,0,0,1,1,0.0769230769231,0,0,1,1,1,1,0.0714285714286,1,1,1,1,0,0,0.0666666666667,1,1,0,0,0,1,0.0625,0,0,0,1,0,0,0.0588235294118,0,1,0,0,0,0,0.0555555555556,0,0,0,0,0,0,0.0526315789474,0,0,0,0,1,1,0.05,0,0,1,1,1,1,0.0952380952381,1,1,1,1,0,0,0.0909090909091,1,1,0,0,0,1,0.0869565217391,0,0,0,1,1,0,0.0416666666667,0,1,1,0,1,1,0.04,1,0,1,1,0,0,0.0384615384615,1,1,0,0,1,0,0.037037037037,0,0,1,0,1,0,0.0357142857143,1,0,1,0,0,1,0.0344827586207,1,0,0,1,1,0,0.0333333333333,0,1,1,0,1,1,0.0645161290323,1,0,1,1,1,1,0.03125,1,1,1,1,0,0,0.0909090909091,1,1,0,0,1,1,0.0294117647059,0,0,1,1,1,1,0.0857142857143,1,1,1,1,0,0,0.111111111111,1,1,0,0,1,1,0.0540540540541,0,0,1,1,0,0,0.0263157894737,1,1,0,0,1,1,0.0769230769231
0,0,0,0,1,0,1.0,0,0,1,0,1,0,0.5,1,0,1,0,0,0,0.333333333333,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0.2,0,0,0,0,0,1,0.166666666667,0,0,0,1,0,0,0.142857142857,0,1,0,0,0,1,0.125,0,0,0,1,0,0,0.222222222222,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0.181818181818,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0.153846153846,0,0,0,1,1,1,0.0714285714286,0,1,1,1,0,1,0.0666666666667,1,1,0,1,0,1,0.0625,0,1,0,1,0,1,0.0588235294118,0,1,0,1,0,0,0.0555555555556,0,1,0,0,0,0,0.105263157895,0,0,0,0,1,1,0.05,0,0,1,1,0,1,0.047619047619,1,1,0,1,0,1,0.0909090909091,0,1,0,1,0,1,0.0869565217391,0,1,0,1,0,1,0.125,0,1,0,1,0,1,0.16,0,1,0,1,0,0,0.0769230769231,0,1,0,0,0,1,0.0740740740741,0,0,0,1,0,1,0.0357142857143,0,1,0,1,1,0,0.0344827586207,0,1,1,0,0,1,0.0333333333333,1,0,0,1,0,1,0.0322580645161,0,1,0,1,1,1,0.03125,0,1,1,1,0,0,0.030303030303,1,1,0,0,0,0,0.0294117647059,0,0,0,0,0,0,0.114285714286,0,0,0,0,0,1,0.0833333333333,0,0,0,1,0,0,0.0810810810811,0,1,0,0,1,1,0.0263157894737,0,0,1,1,0,0,0.025641025641
1,1,0,1,0,0,1.0,0,1,0,0,0,1,0.5,0,0,0,1,1,1,0.333333333333,0,1,1,1,1,1,0.25,1,1,1,1,0,0,0.2,1,1,0,0,0,1,0.166666666667,0,0,0,1,1,0,0.142857142857,0,1,1,0,0,0,0.125,1,0,0,0,0,0,0.111111111111,0,0,0,0,0,1,0.1,0,0,0,1,1,0,0.181818181818,0,1,1,0,1,1,0.0833333333333,1,0,1,1,1,1,0.0769230769231,1,1,1,1,0,1,0.0714285714286,1,1,0,1,1,0,0.0666666666667,0,1,1,0,1,0,0.0625,1,0,1,0,1,0,0.0588235294118,1,0,1,0,1,0,0.111111111111,1,0,1,0,0,0,0.0526315789474,1,0,0,0,1,1,0.05,0,0,1,1,1,1,0.047619047619,1,1,1,1,0,1,0.0909090909091,1,1,0,1,0,1,0.0434782608696,0,1,0,1,0,0,0.0416666666667,0,1,0,0,0,1,0.08,0,0,0,1,0,0,0.0384615384615,0,1,0,0,1,1,0.037037037037,0,0,1,1,0,0,0.0357142857143,1,1,0,0,0,0,0.0344827586207,0,0,0,0,0,1,0.0666666666667,0,0,0,1,1,0,0.0967741935484,0,1,1,0,0,1,0.03125,1,0,0,1,1,0,0.030303030303,0,1,1,0,0,0,0.0588235294118,1,0,0,0,0,1,0.0285714285714,0,0,0,1,1,0,0.111111111111,0,1,1,0,1,0,0.0540540540541,1,0,1,0,0,1,0.0263157894737,1,0,0,1,0,1,0.025641025641
0,1,0,1,0,0,1.0,0,1,0,0,1,1,0.5,0,0,1,1,0,1,0.333333333333,1,1,0,1,0,1,0.25,0,1,0,1,0,1,0.2,0,1,0,1,1,1,0.166666666667,0,1,1,1,0,1,0.142857142857,1,1,0,1,0,0,0.125,0,1,0,0,0,0,0.111111111111,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.181818181818,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0.0769230769231,0,0,0,1,0,0,0.0714285714286,0,1,0,0,1,1,0.133333333333,0,0,1,1,0,0,0.0625,1,1,0,0,0,1,0.0588235294118,0,0,0,1,1,0,0.0555555555556,0,1,1,0,0,0,0.0526315789474,1,0,0,0,1,1,0.05,0,0,1,1,0,1,0.0952380952381,1,1,0,1,1,0,0.0454545454545,0,1,1,0,1,0,0.0434782608696,1,0,1,0,0,0,0.0416666666667,1,0,0,0,1,0,0.04,0,0,1,0,1,0,0.0384615384615,1,0,1,0,0,0,0.0740740740741,1,0,0,0,1,0,0.0714285714286,0,0,1,0,1,0,0.0689655172414,1,0,1,0,0,0,0.1,1,0,0,0,0,1,0.0322580645161,0,0,0,1,1,0,0.0625,0,1,1,0,0,1,0.030303030303,1,0,0,1,0,1,0.0294117647059,0,1,0,1,0,1,0.0571428571429,0,1,0,1,1,0,0.0277777777778,0,1,1,0,1,0,0.0540540540541,1,0,1,0,1,1,0.0263157894737,1,0,1,1,0,1,0.025641025641
